actual_fare,predicted_fare,residual,absolute_residual
227.525,70.49012879522228,157.03487120477774,157.03487120477774
10.5,31.267639762570468,-20.767639762570468,20.767639762570468
7.0458,4.4730869974886645,2.5727130025113354,2.5727130025113354
23.0,46.25041925049115,-23.25041925049115,23.25041925049115
7.925,-1.5971474219175406,9.522147421917541,9.522147421917541
83.1583,72.96256840284153,10.19573159715847,10.19573159715847
30.0,72.07955425726323,-42.079554257263226,42.079554257263226
13.0,34.799696344883685,-21.799696344883685,21.799696344883685
29.125,56.892686909929374,-27.767686909929374,27.767686909929374
13.0,35.15290200311502,-22.152902003115017,22.152902003115017
26.0,36.74232746515597,-10.742327465155967,10.742327465155967
7.225,-2.3035587383801897,9.52855873838019,9.52855873838019
21.075,34.42198059007235,-13.346980590072352,13.346980590072352
39.0,64.74858993746737,-25.748589937467372,25.748589937467372
21.0,40.69332793517424,-19.69332793517424,19.69332793517424
7.8542,-0.537530447223574,8.391730447223573,8.391730447223573
78.85,77.4433773602068,1.4066226397931985,1.4066226397931985
7.925,-4.77599834599944,12.70099834599944,12.70099834599944
39.0,51.79084518255037,-12.79084518255037,12.79084518255037
56.4958,-1.950353080148858,58.44615308014886,58.44615308014886
7.925,-0.7141332763392256,8.639133276339226,8.639133276339226
31.3875,52.11954074420167,-20.732040744201672,20.732040744201672
30.5,68.01768918760301,-37.51768918760301,37.51768918760301
7.125,-0.007721959876590745,7.132721959876591,7.132721959876591
12.475,-2.3035587383801897,14.77855873838019,14.77855873838019
15.85,3.943278510141681,11.906721489858318,11.906721489858318
11.2417,7.122129434223581,4.119570565776419,4.119570565776419
8.05,-2.126955909264524,10.176955909264525,10.176955909264525
8.05,-4.599395516883789,12.64939551688379,12.64939551688379
108.9,80.79883111340436,28.101168886595644,28.101168886595644
46.9,58.36637799272354,-11.466377992723544,11.466377992723544
17.8,5.1794983139513135,12.620501686048687,12.620501686048687
7.8542,-0.537530447223574,8.391730447223573,8.391730447223573
151.55,103.70027692461926,47.84972307538075,47.84972307538075
7.8875,-1.5971474219175406,9.48464742191754,9.48464742191754
8.6625,-0.7141332763392256,9.376633276339225,9.376633276339225
12.0,37.095533123387284,-25.095533123387284,25.095533123387284
7.875,-2.126955909264524,10.001955909264524,10.001955909264524
27.7208,69.43051182052831,-41.70971182052831,41.70971182052831
7.775,5.1794983139513135,2.595501686048687,2.595501686048687
7.925,11.249732733357519,-3.3247327333575187,3.3247327333575187
18.7875,-1.5971474219175406,20.384647421917542,20.384647421917542
10.5,34.09328502842105,-23.59328502842105,23.59328502842105
21.075,34.59858341918802,-13.523583419188018,13.523583419188018
7.25,-0.8907361054548915,8.140736105454891,8.140736105454891
9.5,-2.833367225727173,12.333367225727173,12.333367225727173
29.7,82.82386584640804,-53.12386584640804,53.12386584640804
27.9,45.34289500833282,-17.44289500833282,17.44289500833282
39.6875,41.37522915505687,-1.6877291550568714,1.6877291550568714
7.05,-3.1865728839584904,10.236572883958491,10.236572883958491
10.5,36.38912180692465,-25.88912180692465,25.88912180692465
26.2833,98.15985099256005,-71.87655099256006,71.87655099256006
